LSOA11CD,imd_rank,imd_score,income,employment,education,health,crime,housing,living_env,idaci,idaopi,IDfetex,iMEAN1,iDEVST1,iMAJORITY1,iMEAN2,iDEVST2,iMAJORITY2,iMEAN3,iDEVST3,iMAJORITY3,iMEAN_EDG,iDEVST_EDG,iUNIFOR,iENTROP,iCONTRAS,iIDM,iCOVAR,iVARIAN,iCORRELAC,iSKEWNESS,iKURTOSIS,iRVF,iRSF,iFDO,iSDT,iMFM,iVFM,iDMF,iRMM,iSDF,iAFM,f1,f2,f3,f4
"E01006582",27764,7.18,.05,.06,1.95,-.48,-.15,6.26,25.77,.04,.08,65,70.85601,30.18112,66,72.64967,28.24147,77,63.0463,28.90711,58,9.72018,7.86659,.0186479,2.025238,21.99255,.4169292,43.50657,54.50284,.798244,1.099389,2.524251,4.659772,1.486238,95.08777,2.667476,627.5659,.3534176,432.0078,1.237604,-282.8954,3701.505,-.0727253,.0653292,-.2034911,.9210791
"E01006583",32090,3.03,.02,.03,2.46,-.37,-1.13,10.56,10.69,.02,.04,66,63.93201,27.69902,58,68.15221,25.95341,69,55.99534,26.06716,49,7.68559,7.0362,.0287156,1.861904,15.16605,.4784324,38.16093,45.74396,.8342289,1.549237,4.334423,5.685236,1.490964,66.23956,1.682211,439.0686,.3693989,304.1512,1.270517,-185.3757,2559.596,-.4257342,-1.218281,.1689719,.7330931
"E01006584",10898,24.95,.11,.16,12.42,.55,.71,13.19,45.17,.06,.15,67,69.85854,27.39822,74,69.43709,24.60558,77,60.3885,24.39001,49,9.64387,7.55048,.0177008,1.997786,21.08161,.4057091,34.28008,44.82088,.7648239,.8139791,1.487329,4.02904,1.44883,83.61543,2.582848,549.8934,.27682,363.5971,1.192956,-257.492,3228.538,-.3473831,.2231598,-.7966214,.1838904
"E01006585",1638,53.75,.36,.31,43.34,2.08,.06,14.91,27.23,.33,.47,68,76.33838,29.09039,82,76.21503,27.04895,81,66.09801,27.26584,74,10.5654,8.02841,.0152362,2.06171,25.20774,.3866812,37.97163,50.5755,.750791,.7324793,2.182114,3.785174,1.424399,94.8706,-1.0071,613.3903,.2233671,389.8494,1.22452,-252.1311,3429.842,.4741411,.4052845,-1.554491,-.184477
"E01006586",5727,36.11,.23,.21,24.43,1.48,.34,16.56,33.1,.23,.36,69,69.06992,27.584,66,72.08249,25.97474,73,61.3162,26.05274,58,9.06081,7.59311,.020147,1.969402,19.86342,.4335599,35.62914,45.56085,.7820122,1.006176,3.029583,4.340667,1.494959,86.75343,4.686267,558.6486,.3391934,383.3744,1.213778,-263.9476,3377.462,-.4491339,-.1175164,-.1657916,.8843974
"E01006587",9804,26.84,.18,.18,15.98,.89,.36,17.58,23.46,.16,.24,70,58.5713,25.28955,41,62.53659,23.88151,65,51.67691,23.25358,41,8.72947,7.51375,.0252313,1.89833,19.12417,.4549714,29.03291,38.595,.7522454,.9417018,2.454437,3.866733,1.488376,80.79501,2.565243,476.8509,.2872771,311.4149,1.196491,-217.7182,2040.27,-1.368007,-.085096,.0300882,.6467095
"E01006588",6776,33.36,.21,.18,6.68,1.55,.22,7.01,55.89,.16,.38,71,60.30484,28.38411,41,69.32441,24.3945,69,55.36702,26.01799,41,7.45374,7.95805,.0548117,1.787238,17.0787,.543762,39.47964,48.019,.8221672,1.470053,3.278322,5.336029,1.471014,71.12104,5.388987,448.5809,.424724,297.5852,1.300101,-162.9657,1290.972,-.3542128,-1.423327,.4393044,.0454024
"E01006589",21457,12.3,.08,.09,7.34,.2,-.24,3.33,23.09,.08,.12,72,73.73342,27.32289,58,77.6974,24.90169,77,66.31577,25.00554,58,10.1467,8.24532,.0192566,2.005919,22.74026,.4213538,33.14364,44.51376,.7445706,.7140824,1.12051,3.670143,1.455852,92.72667,-.9529132,578.761,.2435264,375.347,1.193101,-263.5876,3365.059,.2304421,.2596363,-1.419029,-.0618989
"E01006590",14362,19.87,.11,.11,3.87,.45,.04,6.24,56.68,.13,.2,73,58.6084,25.74776,41,68.16052,21.85449,69,54.00225,23.25348,41,7.16541,7.85841,.0638413,1.735423,15.44157,.557993,31.7486,39.46939,.8043854,1.121459,1.618656,4.79316,1.500931,69.29417,3.311584,386.8047,.3641357,248.4739,1.276377,-141.5701,1314.705,-.7344422,-1.39966,.4131819,-.3421413
"E01006591",20647,13.03,.08,.07,3.38,.18,-.5,3.31,50.09,.07,.14,74,74.22758,29.56823,82,73.19271,27.89794,77,66.2823,27.55593,74,12.3754,8.71475,.012602,2.121965,29.082,.3465559,37.72219,52.26319,.7217736,.4589112,.701627,3.416707,1.425764,108.9469,2.158497,688.9197,.3484521,433.034,1.341845,-197.5299,2147.034,.0266247,1.344025,-.3547587,-1.451337
"E01006592",27185,7.65,.06,.07,.9,-.27,-.61,7.48,26.48,.07,.09,75,63.83229,25.75768,66,66.32223,23.56284,69,56.60126,23.46357,49,9.28006,7.24364,.0198845,1.946965,18.41225,.4145097,30.67419,39.88032,.7691562,.842615,2.014189,4.071287,1.508047,82.79469,3.917999,491.44,.4319868,328.4733,1.297543,-182.2487,1449.676,-1.216255,.1304462,.8683739,-.4255569
"E01006593",13499,20.96,.12,.1,16.4,.72,-.07,5.9,47.82,.16,.22,76,69.17867,32.25846,49,70.82302,31.72936,73,63.12637,31.88822,49,9.88076,8.11043,.0169454,2.04174,21.08262,.4262501,51.59327,62.13458,.8303471,1.035438,1.703208,5.608364,1.515209,95.60451,7.211038,586.1783,.5418295,400.6137,1.371979,-182.5676,1951.251,-.1655918,.1063964,1.524932,-.5757267
"E01006594",27937,7.03,.05,.07,2.24,-.22,-2.07,16.62,19.77,.03,.1,77,64.29681,26.72973,66,66.53027,24.82569,73,57.11261,24.75676,49,10.3054,7.11735,.0154191,2.019731,22.23015,.376294,31.96884,43.08391,.7420134,.6253077,1.24131,3.673968,1.498858,97.01315,1.928221,588.2811,.2848573,393.8107,1.174299,-291.2741,3569.729,-1.168158,.7473209,-.1535056,.8753437
"E01006595",18567,15.07,.11,.1,6.26,.47,-.71,6.54,35.39,.14,.19,78,65.08489,27.52522,49,65.59181,26.21055,73,58.08443,25.66353,41,10.6871,7.58273,.0147916,2.03092,22.25944,.3788067,34.45417,45.58389,.755841,.5474783,.5624447,3.78156,1.518786,103.952,3.264819,567.9409,.3770213,367.5656,1.298208,-198.2012,1922.909,-1.219837,.8973469,.9342824,-.5240224
"E01006596",19302,14.34,.09,.12,3.48,.32,-.08,5.67,24.55,.08,.12,79,74.5617,30.83606,74,74.43143,28.78381,77,65.61765,28.01163,58,11.4822,8.33765,.013088,2.106257,25.67884,.3653863,44.05448,56.8939,.7743269,.8417004,1.94569,4.110783,1.474667,109.8135,-.1720463,671.083,.3421504,439.7346,1.273662,-256.0847,2307.607,.0701055,.7399124,-.3240771,-.1167192
"E01006597",26785,7.97,.05,.06,.98,.04,-.4,12.76,25.21,.03,.1,80,66.7858,28.17887,58,66.9985,25.87939,73,58.48988,25.51671,49,10.556,7.69109,.0153037,2.044122,23.12983,.3816414,36.13281,47.69773,.7575374,.6847794,.9153737,3.895826,1.507397,103.4386,4.446351,603.1808,.4056464,399.3194,1.281538,-229.5008,1781.371,-1.072328,.8488399,.8144525,-.2644194
"E01006598",574,64.45,.45,.34,50.57,2.14,.89,15.19,25.36,.52,.48,81,76.73128,29.60752,82,77.32364,27.8159,81,69.03673,27.9948,74,10.1225,7.78941,.0161344,2.035521,22.50488,.399073,40.99887,52.25131,.7846477,1.046495,2.876257,4.311696,1.470932,95.74513,1.56242,621.1975,.3057236,417.8878,1.227822,-276.3652,3637.305,.3854574,.0715437,-.8690956,.5367945
"E01006599",911,60.26,.42,.26,73.88,1.63,1,18.1,26.6,.52,.47,82,76.84123,26.19327,82,78.5265,23.38943,81,67.36024,24.12514,66,10.0153,8.33308,.0187034,1.98929,22.54769,.4201623,29.62852,40.90237,.7243719,.5781856,1.489788,3.409948,1.416201,83.75294,-5.41811,527.3596,.1933957,326.1277,1.205806,-217.594,2876.676,.6200848,.1048753,-2.232589,-.9144603
"E01006600",1824,52.36,.34,.29,43.82,1.82,.74,10.28,32.9,.46,.37,83,65.31742,26.09046,58,67.45926,24.67095,69,58.77186,25.01354,49,9.83492,7.58833,.0199584,1.960265,20.59731,.4071247,30.38063,40.67929,.746833,1.106385,3.208,3.691963,1.462879,85.34814,-.9430274,512.9748,.2238995,328.5894,1.206354,-222.735,2929.128,-.6539506,.0071673,-.8683414,.6949187
"E01006603",1972,51.48,.34,.26,41.98,1.84,.89,14.53,37.15,.46,.45,84,67.3384,26.08988,74,68.38202,24.20315,73,60.31746,24.39928,49,9.82104,7.51543,.0181007,1.974617,20.60809,.4013603,30.44385,40.74789,.7471269,.8716303,2.441227,3.698673,1.488717,89.92931,2.123818,555.3795,.2858343,371.3686,1.198987,-260.8553,3318.894,-.8244144,.2871857,-.403494,.7797281
"E01006604",2070,50.89,.29,.27,49.51,1.83,.71,13.18,45.45,.37,.34,85,62.79917,26.05654,58,66.51162,24.3336,73,55.97223,24.3513,49,8.84165,7.47221,.0222685,1.920591,17.70196,.4426328,31.96417,40.81515,.7831448,1.081603,3.403929,4.325339,1.507937,79.74445,-1.685368,493.1483,.3253556,336.1516,1.232394,-221.5467,2908.209,-.9276832,-.3478085,-.0630608,.8959866
"E01006605",2043,51.09,.32,.28,42.66,1.72,.97,13.36,31.48,.37,.44,86,64.119,24.86305,58,67.21815,23.54786,73,59.15231,23.71666,49,9.33305,7.10057,.0193269,1.939402,18.48205,.4103591,27.87871,37.11974,.7510482,.7341295,1.497604,3.737118,1.513282,84.8903,2.419135,509.6921,.299782,344.3048,1.210138,-237.1991,3066.89,-1.143716,.2278831,.0495836,.4196735
"E01006606",2521,48.44,.29,.25,37.62,1.71,1.14,12.75,41.68,.33,.36,87,61.62063,22.98244,49,70.17872,19.35538,69,57.52098,21.01045,49,6.74997,7.17309,.041988,1.72693,12.70549,.5519765,25.05398,31.40673,.7977266,1.211488,3.095047,4.608132,1.488386,55.9831,-1.80692,332.6452,.2533516,218.0164,1.196626,-152.6097,1947.924,-.5023823,-1.632432,-.7973304,.1018095
"E01006607",1608,53.98,.37,.29,63.12,1.61,.31,9.12,30.41,.43,.4,88,76.0219,30.25317,74,73.9197,27.31959,73,64.21669,27.6312,66,12.2887,8.58518,.0129817,2.137044,30.38072,.3547434,39.53339,54.72375,.7224174,.6009501,.8068484,3.393152,1.467988,126.2496,.3945452,762.4412,.2337248,492.6701,1.176021,-358.4645,4471.117,-.1396929,1.418048,-1.097451,1.060687
"E01006608",4203,41.05,.27,.21,27.64,1.48,.58,12.1,53.6,.29,.37,89,64.743,26.08852,66,69.66825,24.05382,77,57.27132,24.25502,49,6.47069,7.07965,.0367476,1.777864,12.29949,.5569789,34.60432,40.75406,.8491011,1.048904,3.029613,6.205946,1.475535,52.12733,4.20287,350.19,.3462276,240.5717,1.205289,-168.6814,2148.523,-.1069494,-1.68816,-.2379619,-.149682
"E01006609",2038,51.11,.32,.28,34.1,1.66,.84,6.85,57.24,.5,.26,90,76.46277,31.63105,74,74.60224,31.12163,73,68.31367,31.07439,74,12.1291,8.77011,.0135729,2.112337,28.47762,.3554619,45.7037,59.94251,.7624589,1.117048,3.202199,3.993585,1.419525,105.1086,-.2795399,686.9385,.3217953,436.3966,1.308153,-224.7146,2543.227,.5986984,.6529541,-.9066486,-.2325074
"E01006610",427,67,.39,.3,39.59,2.33,1.56,9.66,71.85,.47,.49,91,76.48203,34.91897,74,75.59875,33.86027,73,68.18685,34.35214,66,12.0157,9.1909,.0125165,2.155677,30.3999,.365013,58.28982,73.48977,.7931691,1.302648,3.80381,4.518434,1.440937,118.9997,4.687734,864.6165,.3688732,594.7375,1.252214,-376.6692,5007.271,.6543242,.8286121,-.6208826,1.990131
"E01006611",24,81.53,.44,.39,70.94,2.31,1.91,12.71,75.73,.5,.39,92,74.61389,32.15162,90,72.00394,31.03982,89,66.79271,29.11184,82,12.7771,8.17263,.0100579,2.179597,33.92591,.3334677,45.08865,62.05161,.7266315,.3847871,.548145,3.549758,1.462698,134.7371,23.53788,743.724,.410497,452.525,1.414529,-144.2299,1586.925,-.6399454,2.024736,1.84151,-1.782109
"E01006612",595,64.18,.42,.38,53.84,2.2,.78,15.32,19.43,.5,.43,93,73.7095,29.26687,58,75.29269,26.20875,73,64.35719,27.04327,49,9.6034,8.43205,.0244387,1.972697,22.23349,.4474082,39.9682,51.08495,.7823871,1.393947,3.827667,4.356791,1.42008,82.58069,-1.300462,547.1857,.2377614,350.6023,1.231923,-223.6972,3031.624,.6334605,-.5329065,-1.613566,.4071896
"E01006613",2179,50.27,.29,.26,34.19,1.49,1.61,10.25,48.98,.3,.4,94,62.35949,23.02821,58,70.72456,19.75783,69,55.21548,21.03757,49,5.75755,7.01722,.0684176,1.614968,11.19158,.606532,25.95339,31.54918,.8226327,1.750179,5.698723,5.235244,1.499913,50.63055,1.789826,322.8666,.3398975,221.5879,1.238431,-144.6064,1919.523,-.49786,-2.622028,-.2818637,.9257555
"E01006614",1216,57.09,.33,.28,35.82,1.6,1.57,9.91,67.68,.43,.3,95,73.00179,30.9672,82,69.89304,29.14103,85,63.76961,27.60578,74,11.9435,7.50153,.0106989,2.145857,29.26047,.3432198,43.0064,57.63663,.7461643,.1836317,-.3218417,3.787258,1.480886,121.7311,14.38899,698.642,.4732839,445.5027,1.435131,-141.502,1136.676,-.7760881,1.737174,1.916032,-2.313896
"E01006615",946,59.72,.36,.31,46.09,1.76,1.21,10.36,52.77,.49,.42,96,83.73247,40.01975,82,83.28069,40.20378,69,77.63039,40.62519,74,12.5888,9.49404,.0101725,2.239108,34.72481,.3606967,78.02462,95.38702,.8179794,.9444454,.9564945,5.351224,1.43441,130.0361,11.16636,941.6575,.3452778,642.3182,1.267355,-390.5616,5591.695,1.794847,1.216274,-.5207729,.9852201
"E01006616",3316,44.45,.28,.25,33.59,1.48,1.01,14.33,35.71,.31,.33,97,65.10442,26.18201,58,67.86424,23.95452,69,57.05899,24.46738,49,9.78775,8.11732,.0206454,1.964199,21.82838,.4220451,30.21647,41.13066,.7346459,.9892604,2.52922,3.583554,1.469097,89.73895,-1.886052,529.3224,.2173086,338.0211,1.161995,-252.2737,3089.419,-.6955327,.1467101,-1.076253,.9545307
"E01006617",11656,23.65,.14,.14,11.11,.92,.69,7.14,28.01,.16,.23,98,65.43784,29.1758,58,67.80591,27.37376,73,58.23291,27.30702,49,8.86083,7.80381,.0201088,1.960909,18.03351,.4478056,42.03263,51.04939,.8233719,1.21336,3.22993,5.244701,1.513239,83.32767,3.858135,557.0223,.4265531,394.6659,1.274533,-241.7449,3297.625,-.5986789,-.3415152,.6474098,.9976887
"E01006618",3945,41.89,.28,.23,32.53,1.2,.67,17.89,45.92,.36,.37,99,61.82633,26.02209,49,65.30177,24.41457,69,56.01555,24.45199,41,9.82796,7.5514,.0183958,1.968384,20.42718,.4066,30.49758,40.71117,.7491207,.856748,2.046933,3.705927,1.498529,91.09087,-1.159557,533.6489,.2546211,350.9295,1.185878,-251.7359,3180.004,-1.125231,.311046,-.3543411,.9404584
"E01006619",11532,23.83,.14,.14,13.8,.6,.25,3.94,51.1,.18,.18,100,66.77471,24.7919,49,70.89029,22.10625,73,59.65483,21.59636,49,7.43527,7.02028,.0281671,1.83776,13.6489,.5012088,29.78455,36.609,.8135855,.8503279,1.552087,5.0116,1.494615,60.65574,3.360384,374.1927,.4218782,251.5604,1.281456,-146.2417,1496.837,-.4771103,-.9328134,.324549,-1.117816
"E01006620",12779,21.96,.15,.13,9.34,1.05,.15,8.16,28.1,.1,.22,101,66.72327,27.17109,49,68.31254,24.2124,69,58.22535,24.0986,49,10.1394,7.873,.0181709,1.999702,21.57426,.4050966,33.49674,44.28387,.7564095,.8326313,1.630291,3.907503,1.486845,91.95853,-1.628113,558.2324,.3378578,369.3457,1.241755,-234.3904,2544.758,-.7348436,.3657696,-.2181046,.1392374
"E01006621",18166,15.48,.08,.09,6.57,.09,.77,15.15,27.62,.08,.12,102,64.59722,25.50282,58,68.68213,23.31691,73,56.90414,23.14948,49,8.03444,7.18874,.0255194,1.879751,15.54408,.4710625,31.2652,39.03723,.8009071,1.053876,3.209065,4.708039,1.506811,70.00866,2.56571,448.2079,.35757,310.0722,1.23711,-203.7977,2679.092,-.789522,-.6982643,.1377877,.4744386
"E01006622",25530,8.93,.06,.06,7.73,-.29,-.18,5.18,28.31,.06,.09,103,71.55322,28.80199,74,70.73763,25.58405,69,61.2543,25.26333,58,11.5158,7.78197,.0132961,2.08495,24.99772,.3562511,37.13537,49.63424,.7481807,.6269267,.815322,3.652792,1.479659,108.9235,1.557526,688.3699,.3466786,461.2847,1.224258,-306.9126,2880.698,-.6216244,1.095627,-.1843871,.2744251
"E01006623",20374,13.29,.08,.11,12.59,.4,-.92,13.16,15.63,.08,.12,104,64.18374,21.15307,49,70.77757,18.61044,73,56.90885,19.276,49,6.88143,6.72817,.0364046,1.735226,12.41085,.5201458,20.46579,26.67122,.7673362,1.018936,3.573187,4.031674,1.490621,54.47976,-.8687299,324.7792,.2584664,213.7368,1.201578,-148.2685,1908.495,-.7511572,-1.37544,-.7640895,-.1022037
"E01006624",4306,40.71,.25,.24,30.32,1.61,.43,23.42,21.57,.28,.29,105,61.17396,23.28888,66,64.35474,21.64513,73,53.16529,21.58677,58,7.4286,6.88479,.0306767,1.806715,13.84427,.4946608,25.62917,32.5513,.7873468,.9403481,3.378655,4.370151,1.493012,61.20259,-.4891967,371.067,.2771028,246.927,1.199202,-173.0098,2208.207,-1.048842,-.966981,-.3068599,.3154204
"E01006625",14501,19.71,.14,.12,13.32,.75,-.41,3.15,33.82,.16,.2,106,73.15496,26.06384,74,74.60931,24.16611,77,65.44638,24.69762,66,10.8724,7.88692,.0167066,2.019056,23.18438,.3770544,29.04461,40.6368,.7147366,.538988,1.243299,3.241419,1.469675,98.43349,-5.881315,512.8097,.2341048,303.2319,1.252996,-173.4929,1657.72,-.1284279,.5326337,-1.12602,-1.209956
"E01006626",11083,24.59,.15,.16,12.82,.85,.43,8.24,35.43,.16,.22,107,66.31996,26.93974,58,67.91598,24.8573,69,58.36168,25.27771,49,10.7437,8.1074,.0160327,2.022317,23.58541,.3833453,31.7741,43.56681,.729319,.7282304,1.560495,3.458026,1.467944,98.18711,-5.429389,573.8707,.2108911,364.044,1.187782,-256.2815,3276.599,-.6141624,.6225119,-1.120559,.5203094
"E01006627",8895,28.55,.16,.15,20.02,.97,1.03,9.99,32.04,.13,.24,108,60.09275,21.5754,58,67.54185,20.14917,73,52.29058,19.10212,49,5.03004,5.60279,.0516808,1.607853,7.73277,.59852,23.9478,27.81418,.8609923,1.490488,6.045089,6.624523,1.535325,37.62215,2.133088,242.5675,.4232581,172.2884,1.253943,-110.6899,1473.73,-.9626267,-2.746843,.6240805,.4374892
"E01006628",12958,21.67,.13,.11,6.68,.87,-.22,22.71,42.29,.16,.29,109,70.09201,24.60904,66,74.23862,22.57346,81,59.56951,22.54344,58,7.31337,6.50855,.0261756,1.842412,12.71079,.4814368,29.76129,36.11668,.8240315,.8368329,2.421629,5.225888,1.50238,58.24478,2.540736,378.4471,.4060745,262.5093,1.226409,-176.8255,2032.514,-.3085431,-1.086758,-.034256,-.604072
"E01006629",8693,29.01,.19,.18,20.51,1.21,-.06,16.57,24.28,.28,.29,110,74.19347,29.06897,66,75.91257,26.81848,77,64.29112,27.57324,49,10.2372,8.05181,.016886,2.025724,21.98783,.4012251,39.27316,50.26707,.7812899,1.078793,2.813964,4.197089,1.471857,94.99891,-1.337633,601.3411,.2845525,400.0112,1.229232,-262.1644,3478.249,.1949958,.0563915,-.9450661,.5951453
"E01006630",241,70.93,.45,.39,73.4,2.42,.92,20.97,11.49,.5,.53,111,77.90153,36.35321,82,78.1164,34.09235,77,68.75635,34.16198,49,10.3194,8.59977,.0127797,2.135331,24.62822,.4096217,66.78374,79.09785,.844318,.9327454,1.792712,5.957783,1.499039,110.7009,5.198163,769.5878,.447644,547.7598,1.29122,-323.6404,4534.644,.8535661,.3554941,.3408438,.7874899
"E01006632",1500,54.77,.36,.3,49.19,1.88,.39,15.38,31.71,.48,.4,112,80.12458,35.15569,74,79.83487,33.04074,69,70.1616,32.62963,74,11.383,9.26008,.0126652,2.145611,26.76302,.3902242,60.2775,73.659,.8183317,.9384544,1.631953,5.149286,1.487326,116.9523,5.11081,820.0439,.5776629,580.0559,1.37046,-276.2628,2782.283,.7433505,.7555864,.7800692,-.254652
"E01006633",462,66.3,.44,.36,75.77,2.02,.01,16.33,26.85,.45,.58,113,83.18791,30.77718,82,83.50545,28.1181,81,72.35397,29.22543,74,11.1317,8.64522,.0141878,2.089055,24.52699,.3885792,44.16358,56.42707,.7826664,.8060904,2.145025,4.213991,1.484942,109.0237,-2.582372,679.6097,.2928958,454.7916,1.241223,-290.8539,3939.465,.9156471,.3717899,-1.231657,.2447331
"E01006637",1711,53.1,.4,.31,43.78,1.51,.38,14.43,22.96,.42,.52,114,71.66796,25.94591,82,72.10177,24.44546,81,62.13793,24.53895,66,9.73118,7.61512,.0198635,1.963314,19.83315,.4094412,30.28147,40.19804,.753307,.6516981,2.066742,3.774049,1.4897,87.33924,-5.116015,509.6453,.241784,331.2926,1.203455,-227.6028,2934.766,-.2910304,.0499612,-1.036718,.0055904
"E01006638",301,69.21,.45,.36,80.6,1.97,.85,13.53,22.94,.57,.49,115,64.6757,26.13312,49,67.94431,23.52505,69,57.21899,23.47858,49,8.4833,7.43107,.0251322,1.903416,16.67004,.4644271,32.47623,40.81125,.7957666,.922107,1.983185,4.593519,1.490902,72.95979,-.0806354,499.5799,.4124622,350.956,1.237473,-232.3193,2943.261,-.692866,-.4101519,.0190883,.2942249
"E01006639",9999,26.51,.2,.16,28.87,.77,.16,13.89,15.36,.3,.25,116,59.50104,22.72334,49,66.33557,19.94734,69,53.56348,19.82413,49,6.98556,6.68519,.0374627,1.752331,12.37467,.5142088,24.62972,30.81706,.7992238,1.181392,3.148008,4.688275,1.523578,57.72525,1.099172,362.6729,.3684879,252.4215,1.21206,-175.5129,2205.306,-1.235589,-1.272235,.2410288,.5490608
"E01006640",13197,21.35,.15,.15,16.67,.78,-.29,12.02,18.5,.12,.2,117,59.09254,22.61676,49,65.95521,19.86218,69,52.136,20.61198,49,6.74527,6.62711,.0395746,1.741027,12.06046,.5274554,24.51994,30.55017,.8026122,1.135821,2.871964,4.774506,1.493755,52.91021,.8896,330.5322,.3069269,223.3734,1.207086,-154.9246,1974.177,-1.023731,-1.422124,-.1462747,.1480175
"E01006641",12909,21.74,.12,.11,17.73,1.48,.03,10.26,15.79,.09,.37,118,63.71326,24.25254,74,63.89478,22.66011,73,56.07275,22.50154,66,9.83814,7.6143,.0190745,1.939164,21.6419,.399782,24.39336,35.21431,.6927116,.7504164,2.415191,3.053119,1.445271,85.77017,-4.133191,478.2906,.2164742,285.6658,1.208961,-185.7215,1821.57,-.9992871,.3474396,-1.043688,-.2307423
"E01006642",584,64.31,.42,.33,68.99,2.16,.72,12.75,21.72,.47,.48,119,68.87194,26.84662,58,68.8959,24.39123,73,60.75026,23.98085,49,9.05888,7.01422,.018806,1.951874,17.25415,.4252711,34.3013,42.92838,.7990356,.8969874,1.937218,4.622246,1.500187,77.99741,3.45927,515.9734,.4020417,360.037,1.222419,-245.2749,2600.631,-.659498,-.1391965,.1915132,.1936247
"E01006643",1560,54.32,.38,.27,51.48,1.88,.84,12.68,27.45,.47,.43,120,69.30716,27.31092,82,68.6916,25.41301,81,61.45128,25.27502,49,9.93149,7.3011,.0161005,2.001078,21.17378,.3921878,33.8389,44.42579,.761695,.7480409,1.721704,3.984016,1.484958,90.7962,-1.81917,560.6913,.2971085,373.4666,1.200458,-261.0714,2725.223,-.548443,.3278414,-.5381694,.2509453
"E01006644",2637,47.8,.31,.27,39.14,2.11,.46,12.46,23.36,.3,.48,121,68.64735,25.62286,58,71.67999,23.74586,73,60.45394,24.65832,49,8.50145,7.38355,.0229344,1.908749,16.66599,.4540584,31.00531,39.3383,.788171,.8032372,2.084556,4.337453,1.504902,76.44118,-1.515115,457.8681,.2865944,306.4702,1.217353,-206.951,2705.378,-.398403,-.4557516,-.4793139,.0010155
"E01006645",375,67.87,.5,.37,71.11,2.13,.25,14.9,14.67,.65,.53,122,65.7373,24.23932,49,71.14606,21.1869,69,58.47643,22.42383,49,7.53102,7.10321,.0323455,1.804178,14.0287,.5006056,27.9009,34.91525,.7991036,1.246964,3.368156,4.590304,1.5006,64.06805,-1.53499,391.9539,.3005149,263.9714,1.217146,-178.8601,2316.108,-.4896144,-1.222636,-.5269021,.3289242
"E01006646",636,63.66,.41,.31,47.66,2.43,1.25,19.43,32.35,.6,.56,123,67.88209,27.36142,58,72.62328,25.00134,73,59.53987,26.32984,49,6.82772,6.74399,.0302141,1.826528,13.08594,.5209839,38.22196,44.76493,.8538371,1.645351,6.353045,6.440358,1.515194,59.79816,4.089962,422.967,.5132167,306.8979,1.338205,-163.8485,2472.009,-.2085472,-1.7858,.7853488,.6227287
"E01006647",116,74.75,.47,.4,74.57,2.45,1.17,26.05,15.07,.52,.53,124,76.753,27.26542,82,77.60023,25.57674,81,67.44537,26.55799,74,10.5848,8.30926,.0176838,2.034503,25.51097,.3997095,31.74929,44.50477,.7133906,.5466356,1.668791,3.368796,1.417317,92.07365,-3.346983,588.5445,.2035064,367.912,1.189974,-256.1037,3296.917,.5215098,.4511089,-2.089345,-.4293096
"E01006648",2130,50.54,.3,.23,46.95,2.4,.98,22.86,25.92,.48,.54,125,74.69961,34.4786,58,76.65266,33.11256,73,67.33953,34.1678,49,9.42534,8.60301,.0172049,2.051162,23.02548,.4409916,59.62721,71.13995,.8381677,1.369078,3.623538,5.786748,1.513935,105.544,5.819654,740.2467,.4975581,534.8821,1.305324,-308.8669,4355.868,.5022264,-.1230383,.6164434,1.500882
"E01006651",23465,10.62,.07,.08,8.68,.49,-.29,11.07,8.1,.07,.17,126,64.2566,25.60867,58,67.09731,24.11782,77,56.27181,24.31346,58,10.2703,8.09099,.0190831,1.985389,24.30105,.4018999,27.48266,39.63318,.6934255,.8249537,2.819454,3.112638,1.456432,96.18478,-.891986,532.8187,.210996,322.0869,1.181529,-225.3649,1850.841,-.9231782,.513073,-.969291,.3600609
"E01006652",8916,28.49,.17,.15,27.64,1.01,.11,6.6,46.86,.21,.21,127,65.86837,23.76474,66,69.37155,22.07729,73,59.25724,22.3797,58,8.39872,7.74165,.0275311,1.864148,17.77254,.469514,25.00487,33.89114,.7377996,.8739713,3.209745,3.621026,1.428412,66.82085,-3.802167,393.824,.2198161,237.8506,1.216964,-152.4049,1298.937,-.2737404,-.6352901,-1.449899,-.7276139
"E01006653",3947,41.88,.29,.24,35.07,1.59,.48,12.46,24.6,.37,.35,128,66.71957,33.49678,49,71.59516,31.31269,65,59.33994,32.68027,41,8.66386,8.14368,.0236443,1.957579,20.73606,.4735227,56.97771,67.34574,.8460477,1.998359,6.698169,6.177084,1.507797,92.26937,4.907982,631.9768,.4480979,450.2716,1.310911,-253.7832,3684.431,.0221746,-.9569359,.6549529,2.317658
"E01006654",7707,31.1,.19,.16,21.03,.97,.76,15.22,43.71,.16,.31,129,73.25156,33.5487,58,75.33114,32.187,73,66.76059,33.52258,49,9.332,8.30466,.0170425,2.048069,22.52306,.4378278,56.04892,67.31045,.8326927,1.288077,3.142354,5.644378,1.489402,97.58417,1.441793,622.9887,.3235625,423.594,1.249385,-268.23,3662.575,.6812777,-.3176688,-.3691122,.945966
